ID	adj.P.Val	P.Value	F	SPOT_ID
53354_at	1.80e-01	1.29e-01	2.06678	pantothenate kinase 1
101928211_at	1.80e-01	1.29e-01	2.06608	uncharacterized LOC101928211
8100_at	1.80e-01	1.29e-01	2.06592	intraflagellar transport 88
9528_at	1.80e-01	1.29e-01	2.06559	transmembrane protein 59
83882_at	1.80e-01	1.29e-01	2.06531	tetraspanin 10
1652_at	1.80e-01	1.29e-01	2.06468	D-dopachrome tautomerase
23300_at	1.80e-01	1.29e-01	2.06403	ATM interactor
81856_at	1.81e-01	1.30e-01	2.06319	zinc finger protein 611
57470_at	1.81e-01	1.30e-01	2.06251	leucine rich repeat containing 47
23154_at	1.81e-01	1.30e-01	2.06246	neurochondrin
105370939_at	1.81e-01	1.30e-01	2.06222	proline-rich protein HaeIII subfamily 1-like
2742_at	1.81e-01	1.30e-01	2.06213	glycine receptor, alpha 2
101928009_at	1.81e-01	1.30e-01	2.06132	uncharacterized LOC101928009
399818_at	1.81e-01	1.30e-01	2.06117	methyltransferase like 10
26005_at	1.81e-01	1.30e-01	2.06093	C2 calcium-dependent domain containing 3
5119_at	1.81e-01	1.30e-01	2.06084	charged multivesicular body protein 1A
273_at	1.81e-01	1.30e-01	2.06081	amphiphysin
3547_at	1.81e-01	1.30e-01	2.06079	immunoglobulin superfamily, member 1
7993_at	1.81e-01	1.30e-01	2.06037	UBX domain protein 8
202299_at	1.81e-01	1.30e-01	2.05972	long intergenic non-protein coding RNA 1554
55118_at	1.81e-01	1.30e-01	2.05868	cartilage acidic protein 1
146225_at	1.81e-01	1.30e-01	2.05848	CKLF-like MARVEL transmembrane domain containing 2
135656_at	1.81e-01	1.30e-01	2.05823	diffuse panbronchiolitis critical region 1
2625_at	1.81e-01	1.30e-01	2.05821	GATA binding protein 3
29844_at	1.81e-01	1.30e-01	2.05815	TCF3 (E2A) fusion partner (in childhood Leukemia)
51035_at	1.81e-01	1.30e-01	2.05764	UBX domain protein 1
342918_at	1.81e-01	1.30e-01	2.05747	chromosome 19 open reading frame 81
84460_at	1.82e-01	1.30e-01	2.05632	zinc finger, matrin-type 1
84290_at	1.82e-01	1.31e-01	2.05562	calpain, small subunit 2
53353_at	1.82e-01	1.31e-01	2.05555	low density lipoprotein receptor-related protein 1B
100422737_at	1.82e-01	1.31e-01	2.05521	uncharacterized LOC100422737
347744_at	1.82e-01	1.31e-01	2.05499	chromosome 6 open reading frame 52
26502_at	1.82e-01	1.31e-01	2.05496	nuclear prelamin A recognition factor
27074_at	1.82e-01	1.31e-01	2.05395	lysosomal-associated membrane protein 3
26246_at	1.82e-01	1.31e-01	2.0534	olfactory receptor, family 2, subfamily L, member 2
8224_at	1.82e-01	1.31e-01	2.0529	synapsin III
65985_at	1.82e-01	1.31e-01	2.05268	acetoacetyl-CoA synthetase
63922_at	1.82e-01	1.31e-01	2.05246	chromosome transmission fidelity factor 18
89778_at	1.82e-01	1.31e-01	2.05222	serpin peptidase inhibitor, clade B (ovalbumin), member 11 (gene/pseudogene)
4343_at	1.82e-01	1.31e-01	2.0519	Mov10 RISC complex RNA helicase
642636_at	1.82e-01	1.31e-01	2.05183	RAD21 cohesin complex component like 1
100505812_at	1.82e-01	1.31e-01	2.05077	CARD8 antisense RNA 1
100130264_at	1.82e-01	1.31e-01	2.04987	uncharacterized LOC100130264
26138_at	1.83e-01	1.31e-01	2.04952	long intergenic non-protein coding RNA 588
55856_at	1.83e-01	1.31e-01	2.04899	acyl-CoA thioesterase 13
51780_at	1.83e-01	1.31e-01	2.04856	lysine (K)-specific demethylase 3B
101928461_at	1.83e-01	1.31e-01	2.0484	uncharacterized LOC101928461
57571_at	1.83e-01	1.32e-01	2.04823	carnosine synthase 1
26166_at	1.83e-01	1.32e-01	2.04822	regulator of G-protein signaling 22
54102_at	1.83e-01	1.32e-01	2.04813	chloride intracellular channel 6
149420_at	1.83e-01	1.32e-01	2.04774	PDLIM1 interacting kinase 1 like
5699_at	1.83e-01	1.32e-01	2.04755	proteasome subunit beta 10
6635_at	1.83e-01	1.32e-01	2.04746	small nuclear ribonucleoprotein polypeptide E
101928809_at	1.83e-01	1.32e-01	2.04665	uncharacterized LOC101928809
3578_at	1.83e-01	1.32e-01	2.0464	interleukin 9
8408_at	1.83e-01	1.32e-01	2.04543	unc-51 like autophagy activating kinase 1
7634_at	1.83e-01	1.32e-01	2.04515	zinc finger protein 80
926_at	1.83e-01	1.32e-01	2.04429	CD8b molecule
439933_at	1.83e-01	1.32e-01	2.04392	uncharacterized LOC439933
84309_at	1.83e-01	1.32e-01	2.0436	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1
23506_at	1.84e-01	1.32e-01	2.04268	GLTSCR1-like
118663_at	1.84e-01	1.32e-01	2.04264	BTB (POZ) domain containing 16
101060391_at	1.84e-01	1.32e-01	2.04248	zinc finger CCCH domain-containing protein 18-like
285000_at	1.84e-01	1.32e-01	2.04237	uncharacterized LOC285000
1621_at	1.84e-01	1.32e-01	2.04224	dopamine beta-hydroxylase (dopamine beta-monooxygenase)
10983_at	1.84e-01	1.32e-01	2.04197	cyclin I
29929_at	1.84e-01	1.32e-01	2.04196	ALG6, alpha-1,3-glucosyltransferase
55041_at	1.84e-01	1.32e-01	2.04172	pleckstrin homology domain containing, family B (evectins) member 2
143570_at	1.84e-01	1.32e-01	2.0416	X-ray radiation resistance associated 1
644660_at	1.84e-01	1.33e-01	2.0405	RAD21 antisense RNA 1
3726_at	1.84e-01	1.33e-01	2.03898	jun B proto-oncogene
57706_at	1.84e-01	1.33e-01	2.03799	DENN/MADD domain containing 1A
28962_at	1.84e-01	1.33e-01	2.03798	osteopetrosis associated transmembrane protein 1
54811_at	1.84e-01	1.33e-01	2.03789	zinc finger protein 562
53947_at	1.84e-01	1.33e-01	2.03746	alpha 1,4-galactosyltransferase
100506275_at	1.85e-01	1.33e-01	2.03585	KRBOX1 antisense RNA 1
54477_at	1.85e-01	1.33e-01	2.03546	pleckstrin homology domain containing, family A member 5
135935_at	1.85e-01	1.33e-01	2.0351	NOBOX oogenesis homeobox
101929705_at	1.85e-01	1.33e-01	2.03497	uncharacterized LOC101929705
6560_at	1.85e-01	1.33e-01	2.03397	solute carrier family 12 (potassium/chloride transporter), member 4
80829_at	1.85e-01	1.33e-01	2.03345	ZFP91 zinc finger protein
79982_at	1.85e-01	1.34e-01	2.03284	DnaJ (Hsp40) homolog, subfamily B, member 14
11020_at	1.85e-01	1.34e-01	2.03262	intraflagellar transport 27
90693_at	1.85e-01	1.34e-01	2.03222	coiled-coil domain containing 126
169693_at	1.85e-01	1.34e-01	2.03085	transmembrane protein 252
7047_at	1.85e-01	1.34e-01	2.03064	transglutaminase 4
9627_at	1.85e-01	1.34e-01	2.03039	synuclein, alpha interacting protein
6727_at	1.85e-01	1.34e-01	2.03036	signal recognition particle 14kDa (homologous Alu RNA binding protein)
1556_at	1.85e-01	1.34e-01	2.02979	cytochrome P450, family 2, subfamily B, polypeptide 7, pseudogene
57710_at	1.86e-01	1.34e-01	2.02953	KIAA1614
124997_at	1.86e-01	1.34e-01	2.02885	WD repeat domain 81
27232_at	1.86e-01	1.34e-01	2.02842	glycine N-methyltransferase
102546294_at	1.86e-01	1.34e-01	2.02754	uncharacterized LOC102546294
171177_at	1.86e-01	1.34e-01	2.02667	ras homolog family member V
9087_at	1.86e-01	1.34e-01	2.02655	thymosin beta 4, Y-linked
8890_at	1.86e-01	1.34e-01	2.02639	eukaryotic translation initiation factor 2B, subunit 4 delta, 67kDa
51129_at	1.86e-01	1.34e-01	2.02621	angiopoietin-like 4
3593_at	1.86e-01	1.34e-01	2.02617	interleukin 12B
23315_at	1.86e-01	1.34e-01	2.02536	solute carrier family 9, subfamily A (NHE8, cation proton antiporter 8), member 8
1418_at	1.86e-01	1.35e-01	2.02517	crystallin, gamma A
8128_at	1.86e-01	1.35e-01	2.0249	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2
101927346_at	1.86e-01	1.35e-01	2.02431	uncharacterized LOC101927346
352999_at	1.87e-01	1.35e-01	2.02315	chromosome 6 open reading frame 58
128637_at	1.87e-01	1.35e-01	2.02308	TBC1 domain family, member 20
100506084_at	1.87e-01	1.35e-01	2.02279	ADP-ribosylation factor-like 17B
400657_at	1.87e-01	1.35e-01	2.02238	long intergenic non-protein coding RNA 909
57584_at	1.87e-01	1.35e-01	2.02136	Rho GTPase activating protein 21
8745_at	1.87e-01	1.35e-01	2.02121	ADAM metallopeptidase domain 23
6903_at	1.87e-01	1.35e-01	2.02112	tubulin folding cofactor C
132430_at	1.87e-01	1.35e-01	2.02091	poly(A) binding protein, cytoplasmic 4-like
121274_at	1.87e-01	1.35e-01	2.02058	zinc finger protein 641
26133_at	1.87e-01	1.35e-01	2.02046	transient receptor potential cation channel, subfamily C, member 4 associated protein
127253_at	1.87e-01	1.35e-01	2.02022	tRNA-yW synthesizing protein 3 homolog (S. cerevisiae)
100130967_at	1.87e-01	1.35e-01	2.01864	chromosome 6 open reading frame 99
84658_at	1.87e-01	1.35e-01	2.0186	adhesion G protein-coupled receptor E3
124599_at	1.87e-01	1.36e-01	2.01744	CD300 molecule-like family member b
50943_at	1.88e-01	1.36e-01	2.01399	forkhead box P3
101927851_at	1.88e-01	1.36e-01	2.01341	uncharacterized LOC101927851
79956_at	1.88e-01	1.36e-01	2.01286	endoplasmic reticulum metallopeptidase 1
6590_at	1.88e-01	1.36e-01	2.01277	secretory leukocyte peptidase inhibitor
8632_at	1.88e-01	1.36e-01	2.0122	dynein, axonemal, heavy chain 17
125981_at	1.88e-01	1.36e-01	2.01213	alkaline ceramidase 1
85285_at	1.89e-01	1.37e-01	2.00984	keratin associated protein 4-1
9672_at	1.89e-01	1.37e-01	2.00961	syndecan 3
51116_at	1.89e-01	1.37e-01	2.00862	mitochondrial ribosomal protein S2
6391_at	1.89e-01	1.37e-01	2.0063	succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa
90019_at	1.89e-01	1.37e-01	2.00601	synaptotagmin VIII
922_at	1.89e-01	1.37e-01	2.00585	CD5 molecule-like
26048_at	1.89e-01	1.37e-01	2.00522	zinc finger protein 500
7284_at	1.89e-01	1.37e-01	2.00518	Tu translation elongation factor, mitochondrial
2747_at	1.90e-01	1.37e-01	2.00481	glutamate dehydrogenase 2
55805_at	1.90e-01	1.37e-01	2.0048	LRP2 binding protein
161753_at	1.90e-01	1.37e-01	2.00476	outer dense fiber of sperm tails 3-like 1
3196_at	1.90e-01	1.37e-01	2.00446	T-cell leukemia homeobox 2
26070_at	1.90e-01	1.37e-01	2.0044	uncharacterized LOC26070
284950_at	1.90e-01	1.37e-01	2.00427	uncharacterized LOC284950
26257_at	1.90e-01	1.37e-01	2.00391	NK2 homeobox 8
3888_at	1.90e-01	1.37e-01	2.00303	keratin 82, type II
54143_at	1.90e-01	1.38e-01	2.00253	long intergenic non-protein coding RNA 308
3484_at	1.90e-01	1.38e-01	2.0025	insulin-like growth factor binding protein 1
162466_at	1.90e-01	1.38e-01	2.00247	phosphatase, orphan 1
130106_at	1.90e-01	1.38e-01	2.00218	calcium and integrin binding family member 4
339390_at	1.90e-01	1.38e-01	2.00201	C-type lectin domain family 4, member G
27319_at	1.90e-01	1.38e-01	2.00194	basic helix-loop-helix family, member e22
220074_at	1.90e-01	1.38e-01	2.00148	leucine rich transmembrane and O-methyltransferase domain containing
101929464_at	1.90e-01	1.38e-01	2.00112	uncharacterized LOC101929464
8796_at	1.90e-01	1.38e-01	2.00008	sciellin
6834_at	1.90e-01	1.38e-01	1.99956	surfeit 1
100126784_at	1.90e-01	1.38e-01	1.99952	uncharacterized LOC100126784
23205_at	1.90e-01	1.38e-01	1.99916	acyl-CoA synthetase bubblegum family member 1
127396_at	1.90e-01	1.38e-01	1.9988	zinc finger protein 684
10643_at	1.91e-01	1.38e-01	1.9979	insulin-like growth factor 2 mRNA binding protein 3
127670_at	1.91e-01	1.38e-01	1.99707	transmembrane epididymal protein 1
126661_at	1.91e-01	1.38e-01	1.99691	coiled-coil domain containing 163, pseudogene
100507524_at	1.91e-01	1.38e-01	1.99683	ARHGEF26 antisense RNA 1
285093_at	1.91e-01	1.38e-01	1.99677	receptor (chemosensory) transporter protein 5 (putative)
101928602_at	1.91e-01	1.38e-01	1.99657	uncharacterized LOC101928602
4185_at	1.91e-01	1.38e-01	1.99654	ADAM metallopeptidase domain 11
121536_at	1.91e-01	1.38e-01	1.99648	AE binding protein 2
283152_at	1.91e-01	1.38e-01	1.99643	coiled-coil domain containing 153
222171_at	1.91e-01	1.38e-01	1.99627	proline rich 15
57537_at	1.91e-01	1.38e-01	1.99559	sortilin-related VPS10 domain containing receptor 2
130733_at	1.91e-01	1.39e-01	1.99487	transmembrane protein 178A
4297_at	1.91e-01	1.39e-01	1.99477	lysine (K)-specific methyltransferase 2A
101927668_at	1.91e-01	1.39e-01	1.9947	uncharacterized LOC101927668
158381_at	1.91e-01	1.39e-01	1.99466	ATPase, class I, type 8B, member 5, pseudogene
51249_at	1.91e-01	1.39e-01	1.99454	transmembrane protein 69
283933_at	1.91e-01	1.39e-01	1.99444	zinc finger protein 843
348938_at	1.91e-01	1.39e-01	1.99382	NIPA-like domain containing 4
58525_at	1.91e-01	1.39e-01	1.99206	widely interspaced zinc finger motifs
150248_at	1.91e-01	1.39e-01	1.99137	chromosome 22 open reading frame 15
8435_at	1.92e-01	1.39e-01	1.99037	sterol O-acyltransferase 2
10847_at	1.92e-01	1.39e-01	1.98985	Snf2-related CREBBP activator protein
399967_at	1.92e-01	1.39e-01	1.98972	prostate and testis expressed 2
10660_at	1.92e-01	1.39e-01	1.98961	ladybird homeobox 1
5443_at	1.92e-01	1.39e-01	1.98893	proopiomelanocortin
100216545_at	1.92e-01	1.39e-01	1.98858	KMT2E antisense RNA 1 (head to head)
100996570_at	1.92e-01	1.40e-01	1.98786	NFIA antisense RNA 2
100130958_at	1.92e-01	1.40e-01	1.98776	synaptonemal complex central element protein 1-like
442191_at	1.92e-01	1.40e-01	1.98776	olfactory receptor, family 14, subfamily J, member 1
7776_at	1.92e-01	1.40e-01	1.98767	zinc finger protein 236
10302_at	1.92e-01	1.40e-01	1.98696	small nuclear RNA activating complex, polypeptide 5, 19kDa
140564_at	1.92e-01	1.40e-01	1.98658	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3D
10844_at	1.92e-01	1.40e-01	1.98643	tubulin, gamma complex associated protein 2
79618_at	1.92e-01	1.40e-01	1.98618	homeobox containing 1
64005_at	1.92e-01	1.40e-01	1.98568	myosin IG
91074_at	1.92e-01	1.40e-01	1.98549	ankyrin repeat domain 30A
340069_at	1.92e-01	1.40e-01	1.98534	family with sequence similarity 170, member A
2644_at	1.92e-01	1.40e-01	1.98525	GTP cyclohydrolase I feedback regulator
28666_at	1.93e-01	1.40e-01	1.98418	T cell receptor alpha variable 17
60509_at	1.93e-01	1.40e-01	1.9837	ATP/GTP binding protein-like 5
253980_at	1.93e-01	1.40e-01	1.98304	potassium channel tetramerization domain containing 13
10120_at	1.93e-01	1.40e-01	1.98286	ARP1 actin-related protein 1 homolog B, centractin beta (yeast)
9143_at	1.93e-01	1.40e-01	1.98285	synaptogyrin 3
29078_at	1.93e-01	1.40e-01	1.98127	NADH dehydrogenase (ubiquinone) complex I, assembly factor 4
165215_at	1.93e-01	1.40e-01	1.98091	family with sequence similarity 171, member B
4990_at	1.93e-01	1.41e-01	1.98051	SIX homeobox 6
8608_at	1.93e-01	1.41e-01	1.98026	retinol dehydrogenase 16 (all-trans)
56097_at	1.93e-01	1.41e-01	1.98	protocadherin gamma subfamily C, 5
6094_at	1.93e-01	1.41e-01	1.97998	retinal outer segment membrane protein 1
5542_at	1.93e-01	1.41e-01	1.97996	proline-rich protein BstNI subfamily 1
128817_at	1.93e-01	1.41e-01	1.97987	cystatin-like 1
4291_at	1.93e-01	1.41e-01	1.97965	myeloid leukemia factor 1
2566_at	1.93e-01	1.41e-01	1.97934	gamma-aminobutyric acid (GABA) A receptor, gamma 2
79364_at	1.94e-01	1.41e-01	1.97827	ZXD family zinc finger C
50618_at	1.94e-01	1.41e-01	1.97771	intersectin 2
80125_at	1.94e-01	1.41e-01	1.9775	coiled-coil domain containing 33
54729_at	1.94e-01	1.41e-01	1.97743	NK1 homeobox 1
10211_at	1.94e-01	1.41e-01	1.97733	flotillin 1
100287896_at	1.94e-01	1.41e-01	1.97675	uncharacterized LOC100287896
2249_at	1.94e-01	1.41e-01	1.97653	fibroblast growth factor 4
401588_at	1.94e-01	1.41e-01	1.97591	ZNF674 antisense RNA 1 (head to head)
265_at	1.94e-01	1.41e-01	1.97518	amelogenin, X-linked
22941_at	1.94e-01	1.41e-01	1.97516	SH3 and multiple ankyrin repeat domains 2
57182_at	1.94e-01	1.41e-01	1.97489	ankyrin repeat domain 50
114788_at	1.94e-01	1.41e-01	1.97425	CUB and Sushi multiple domains 3
642559_at	1.94e-01	1.41e-01	1.97384	POU class 5 homeobox 1 pseudogene 3
92196_at	1.94e-01	1.42e-01	1.97315	death associated protein-like 1
130612_at	1.94e-01	1.42e-01	1.97301	transmembrane protein 198
10149_at	1.94e-01	1.42e-01	1.97221	adhesion G protein-coupled receptor G2
11027_at	1.95e-01	1.42e-01	1.97186	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 2
642946_at	1.95e-01	1.42e-01	1.97153	FLVCR1 antisense RNA 1 (head to head)
9674_at	1.95e-01	1.42e-01	1.9714	KIAA0040
102724612_at	1.95e-01	1.42e-01	1.97125	uncharacterized LOC102724612
3736_at	1.95e-01	1.42e-01	1.97095	potassium channel, voltage gated shaker related subfamily A, member 1
348980_at	1.95e-01	1.42e-01	1.96932	hyperpolarization activated cyclic nucleotide gated potassium channel 1
10768_at	1.95e-01	1.42e-01	1.96899	adenosylhomocysteinase-like 1
10871_at	1.95e-01	1.42e-01	1.96848	CD300c molecule
602_at	1.95e-01	1.42e-01	1.96707	B-cell CLL/lymphoma 3
815_at	1.95e-01	1.43e-01	1.96642	calcium/calmodulin-dependent protein kinase II alpha
26343_at	1.95e-01	1.43e-01	1.9662	olfactory receptor, family 5, subfamily E, member 1 pseudogene
1353_at	1.95e-01	1.43e-01	1.96615	COX11 cytochrome c oxidase copper chaperone
10587_at	1.95e-01	1.43e-01	1.96583	thioredoxin reductase 2
162387_at	1.95e-01	1.43e-01	1.9658	major facilitator superfamily domain containing 6-like
56923_at	1.96e-01	1.43e-01	1.96564	neuromedin U receptor 2
79668_at	1.96e-01	1.43e-01	1.96548	poly (ADP-ribose) polymerase family, member 8
285315_at	1.96e-01	1.43e-01	1.96496	chromosome 3 open reading frame 33
9577_at	1.96e-01	1.43e-01	1.96489	brain and reproductive organ-expressed (TNFRSF1A modulator)
165631_at	1.96e-01	1.43e-01	1.9641	poly (ADP-ribose) polymerase family, member 15
54682_at	1.96e-01	1.43e-01	1.96229	MANSC domain containing 1
55758_at	1.96e-01	1.43e-01	1.96225	REST corepressor 3
7932_at	1.96e-01	1.43e-01	1.96079	olfactory receptor, family 2, subfamily H, member 2
497634_at	1.96e-01	1.43e-01	1.96037	long intergenic non-protein coding RNA 293
4100_at	1.96e-01	1.43e-01	1.96031	melanoma antigen family A1
126014_at	1.96e-01	1.43e-01	1.96018	osteoclast associated, immunoglobulin-like receptor
728769_at	1.96e-01	1.43e-01	1.96012	SCAMP1 antisense RNA 1
2029_at	1.96e-01	1.43e-01	1.96001	endosulfine alpha
2712_at	1.96e-01	1.43e-01	1.95993	glycerol kinase 2
51375_at	1.96e-01	1.43e-01	1.95992	sorting nexin 7
25988_at	1.96e-01	1.43e-01	1.95957	histone H4 transcription factor
285203_at	1.96e-01	1.43e-01	1.95956	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase
83893_at	1.96e-01	1.43e-01	1.95943	spermatogenesis associated 16
613266_at	1.96e-01	1.44e-01	1.95921	uncharacterized LOC613266
121599_at	1.96e-01	1.44e-01	1.95908	Spi-C transcription factor (Spi-1/PU.1 related)
81573_at	1.97e-01	1.44e-01	1.95889	ankyrin repeat domain 13C
151648_at	1.97e-01	1.44e-01	1.95867	shugoshin-like 1 (S. pombe)
401264_at	1.97e-01	1.44e-01	1.95854	TRAM2 antisense RNA 1 (head to head)
26289_at	1.97e-01	1.44e-01	1.95843	adenylate kinase 5
285375_at	1.97e-01	1.44e-01	1.95838	long intergenic non-protein coding RNA 620
51557_at	1.97e-01	1.44e-01	1.95817	lengsin, lens protein with glutamine synthetase domain
100379224_at	1.97e-01	1.44e-01	1.95812	uncharacterized LOC100379224
10791_at	1.97e-01	1.44e-01	1.95691	vesicle-associated membrane protein 5
126068_at	1.97e-01	1.44e-01	1.9567	zinc finger protein 441
253573_at	1.97e-01	1.44e-01	1.95648	uncharacterized LOC253573
9846_at	1.97e-01	1.44e-01	1.95579	GRB2-associated binding protein 2
155400_at	1.97e-01	1.44e-01	1.95574	NOP2/Sun domain family, member 5 pseudogene 1
8552_at	1.97e-01	1.44e-01	1.95524	inactivation escape 1 (non-protein coding)
57410_at	1.97e-01	1.44e-01	1.95517	SCY1-like, kinase-like 1
253962_at	1.97e-01	1.44e-01	1.95516	CACNA1G antisense RNA 1
751071_at	1.97e-01	1.44e-01	1.95455	methyltransferase like 12
400629_at	1.97e-01	1.44e-01	1.95432	testis expressed 19
80342_at	1.97e-01	1.44e-01	1.9543	TRAF3 interacting protein 3
101929125_at	1.97e-01	1.44e-01	1.95372	uncharacterized LOC101929125
6774_at	1.97e-01	1.44e-01	1.95356	signal transducer and activator of transcription 3 (acute-phase response factor)
342945_at	1.97e-01	1.44e-01	1.95316	zinc finger and SCAN domain containing 22
56655_at	1.97e-01	1.44e-01	1.95272	polymerase (DNA-directed), epsilon 4, accessory subunit
340591_at	1.98e-01	1.45e-01	1.94954	carbonic anhydrase VB pseudogene 1
100506697_at	1.98e-01	1.45e-01	1.94943	long intergenic non-protein coding RNA 327
84450_at	1.98e-01	1.45e-01	1.94938	zinc finger protein 512
143279_at	1.98e-01	1.45e-01	1.94935	HECT domain containing E3 ubiquitin protein ligase 2
100506286_at	1.98e-01	1.45e-01	1.94917	uncharacterized LOC100506286
55683_at	1.98e-01	1.45e-01	1.94902	KAT8 regulatory NSL complex subunit 3
221120_at	1.98e-01	1.45e-01	1.94896	alkB homolog 3, alpha-ketoglutarate-dependent dioxygenase
81037_at	1.98e-01	1.45e-01	1.94873	CLPTM1-like
30820_at	1.98e-01	1.45e-01	1.94844	Kv channel interacting protein 1
23039_at	1.98e-01	1.45e-01	1.94721	exportin 7
57514_at	1.98e-01	1.45e-01	1.94639	Rho GTPase activating protein 31
89846_at	1.99e-01	1.45e-01	1.94624	FYVE, RhoGEF and PH domain containing 3
222696_at	1.99e-01	1.45e-01	1.94538	zinc finger and SCAN domain containing 23
9967_at	1.99e-01	1.45e-01	1.94537	thyroid hormone receptor associated protein 3
440173_at	1.99e-01	1.45e-01	1.9452	uncharacterized LOC440173
103344929_at	1.99e-01	1.46e-01	1.9443	beta globin locus transcript 3 (non-protein coding)
